Family	Success	Comments	Tree
Mongol-Langam	FAIL	GA: the distances matrix is too small	
West Bomberai	FAIL	GA: no legal range for branch lengths	
South Omotic	SUCCESS	GA: converged after 103 iterations out of 10000 with residual SSE error 1.44311679661682e-13	(('Aari [i-aiw][w-aar][a-865][g-aari1239]':0.06,'Hamer-Banna [i-amf][w-hmr][a-886][g-hame1242]':0.06)'AHK [i-][w-][a-][g-ahkk1235]':0.06,'Dime [i-dim][w-dim][a-1323][g-dime1235]':0.06)'South Omotic [i-][w-][a-][g-sout2845]';
Goilalan	FAIL	GA: the distances matrix is too small	
Keresan	FAIL	GA: the distances matrix is too small	
Bayono-Awbono	FAIL	GA: the distances matrix is too small	
Saliban	FAIL	GA: no legal range for branch lengths	
Giimbiyu	FAIL	GA: the distances matrix is too small	
Saharan	FAIL	GA: the distances matrix is too small	
Cochimi-Yuman	SUCCESS	GA: converged after 670 iterations out of 10000 with residual SSE error 0.0101601843558549	(('Cocopa [i-coc][w-ccp][a-616][g-coco1261]':0.098,('Maricopa [i-mrc][w-mar][a-465][g-mari1440]':0.0348,'Mohave [i-mov][w-moj][a-2060][g-moha1256]':0.0148,'Quechan [i-yum][w-que][a-2794][g-quec1382]':0.00833)'River Yuman [i-][w-][a-][g-rive1260]':0.00183)'General Yuman [i-][w-][a-][g-gene1244]':0.121,'Kiliwa [i-klb][w-klw][a-1773][g-kili1268]':0.0871)'Yuman [i-][w-][a-][g-yuma1250]';
Heiban	FAIL	GA: the distances matrix is too small	
Chonan	SUCCESS	GA: converged after 104 iterations out of 10000 with residual SSE error 2.10192885292182e-15	('Tehuelche [i-teh][w-teh][a-2545][g-tehu1242]':0.124,'Ona [i-ona][w-sel][a-565][g-onaa1245]':0.126)'Chonan [i-][w-][a-][g-chon1288]';
Zamucoan	FAIL	GA: the distances matrix is too small	
Yuat-Maramba	FAIL	GA: the distances matrix is too small	
Tarascan	FAIL	GA: the distances matrix is too small	
Matacoan	FAIL	GA: no legal range for branch lengths	
Totonacan	SUCCESS	GA: converged after 460 iterations out of 10000 with residual SSE error 0.010367845046413	('Huehuetla Tepehua [i-tee][w-tee][a-372][g-hueh1236]':0.205,(('Filomena Mata-Coahuitlan Totonac [i-tlp][w-][a-2843][g-filo1235]':0.38,'Highland Totonac [i-tos][w-tos][a-2601][g-high1243]':0.0139,'Papantla Totonac [i-top][w-tpa][a-509][g-papa1238]':0.0106)'Lowland-Sierra Central Totonacan [i-][w-][a-][g-lowl1243]':0.176,'Yecuatla Totonac [i-tlc][w-tot][a-668][g-yecu1235]':0.0109)'Totonac [i-][w-][a-][g-toto1252]':0.396)'Totonacan [i-][w-][a-][g-toto1251]';
South Bougainville	FAIL	GA: no legal range for branch lengths	
Tama	FAIL	GA: the distances matrix is too small	
Eastern Daly	SUCCESS	GA: converged after 101 iterations out of 10000 with residual SSE error 6.05455747941621e-12	(('Kamu [i-xmu][w-kmw][a-2356][g-kamu1258]':0.17,'Madngele [i-zml][w-mdl][a-2810][g-madn1237]':0.187)'Eastern Daly [i-][w-][a-][g-east2374]':1);
Ijoid	FAIL	GA: the distances matrix is too small	
Maybrat	FAIL	GA: the distances matrix is too small	
Katla-Tima	FAIL	GA: the distances matrix is too small	
Eastern Jebel	FAIL	GA: the distances matrix is too small	
Hibito-Cholon	FAIL	GA: the distances matrix is too small	
Khoe-Kwadi	SUCCESS	GA: converged after 101 iterations out of 10000 with residual SSE error 1.18539043771575e-13	('Korana [i-kqz][w-krn][a-739][g-kora1292]':0.185,'//Ani [i-hnh][w-ani][a-651][g-anii1246]':0.123)'Khoe [i-][w-][a-][g-khoe1241]';
Jarrakan	FAIL	GA: no legal range for branch lengths	
Piawi	FAIL	GA: the distances matrix is too small	
Tequistlatecan	FAIL	GA: no legal range for branch lengths	
Sahaptian	SUCCESS	GA: converged after 645 iterations out of 10000 with residual SSE error 0.00584136768980349	('Nez Perce [i-nez][w-nez][a-208][g-nezp1238]':0.086,('Walla Walla [i-waa][w-][a-2697][g-wall1238]':0.00474,('Tenino [i-tqn][w-][a-342][g-teni1238]':0.103,'Umatilla [i-uma][w-smt][a-2666][g-umat1237]':0.00308)'Southern Sahaptin [i-][w-][a-][g-sout1502]':0.00197)'Sahaptin [i-][w-][a-][g-saha1240]':0.131)'Sahaptian [i-][w-][a-][g-saha1239]';
Surmic	SUCCESS	GA: converged after 731 iterations out of 10000 with residual SSE error 0.000450320535954223	('Majang [i-mpe][w-maj][a-2063][g-maja1242]':0.0864,('Mursi [i-muz][w-mur][a-2098][g-murs1242]':0.21,('Didinga [i-did][w-did][a-1321][g-didi1258]':0.0113,'Tennet [i-tex][w-ten][a-2554][g-tenn1246]':0.126)'Didinga-Murle [i-][w-][a-][g-didi1256]':0.00315)'South Surmic [i-][w-][a-][g-sout2836]':0.0729)'Surmic [i-][w-][a-][g-surm1244]';
Senagi	FAIL	GA: the distances matrix is too small	
Narrow Talodi	FAIL	GA: the distances matrix is too small	
Tsimshian	FAIL	GA: the distances matrix is too small	
Maban	FAIL	GA: the distances matrix is too small	
