ISO	WALS	AUTOTYP	Glottolog	Name.ethn	Name.wals	Name.autotyp	Name.glottlog	Latitude	Longitude	UULID
			lowe1406				Lower Gio	NA	NA	[i-][w-][a-][g-lowe1406]
			lowe1408				Lower Yei	NA	NA	[i-][w-][a-][g-lowe1408]
			lowe1410				Lower Mortlock	NA	NA	[i-][w-][a-][g-lowe1410]
			lowe1413				Lower Murut	NA	NA	[i-][w-][a-][g-lowe1413]
			lowe1414				Lower Lagaip	NA	NA	[i-][w-][a-][g-lowe1414]
			lowe1416				Lower Grand Valley Hitigima	NA	NA	[i-][w-][a-][g-lowe1416]
			lowe1417				Lower Kimbin	NA	NA	[i-][w-][a-][g-lowe1417]
			lowe1418				Lower Bele	NA	NA	[i-][w-][a-][g-lowe1418]
			lowe1419				Lower Samenage	NA	NA	[i-][w-][a-][g-lowe1419]
			lowe1420				Lower Asaro	NA	NA	[i-][w-][a-][g-lowe1420]
			lowe1421				Lower Bamu	NA	NA	[i-][w-][a-][g-lowe1421]
			lowe1426				Lower Chehalis {Quinault}	NA	NA	[i-][w-][a-][g-lowe1426]
			lowe1435				Lower Barwari	NA	NA	[i-][w-][a-][g-lowe1435]
			lowe1443				Lower Luga Votic	NA	NA	[i-][w-][a-][g-lowe1443]
			lowe1444				Lower Richmond	-28.937029	153.48612	[i-][w-][a-][g-lowe1444]
			lowe1445				Lower Northern English	NA	NA	[i-][w-][a-][g-lowe1445]
			lowe1446				Lower Southeastern Southwestern English	NA	NA	[i-][w-][a-][g-lowe1446]
			lowe1447				Lower East Franconian	NA	NA	[i-][w-][a-][g-lowe1447]
			lowe1448				Lower Zanskari	NA	NA	[i-][w-][a-][g-lowe1448]
			lowe1449				Lower Jajrudi	NA	NA	[i-][w-][a-][g-lowe1449]
			lowe1450				Lower Copper River Ahtna	NA	NA	[i-][w-][a-][g-lowe1450]
			lowe1451				Lower Inlet Denaina	NA	NA	[i-][w-][a-][g-lowe1451]
			lowe1452				Lower Yukon Ingalik	NA	NA	[i-][w-][a-][g-lowe1452]
			lowe1453				Lower Koyukon	NA	NA	[i-][w-][a-][g-lowe1453]
			lowe1455				Lower Wambon	NA	NA	[i-][w-][a-][g-lowe1455]
			lowe1456				Lower Lillooet	NA	NA	[i-][w-][a-][g-lowe1456]
			lowe1457				Lower Imeretian	NA	NA	[i-][w-][a-][g-lowe1457]
			lowe1458				Lower Kartlian	NA	NA	[i-][w-][a-][g-lowe1458]
			lowe1459				Lower Lozva	NA	NA	[i-][w-][a-][g-lowe1459]
			lowe1460				Lower Konda	NA	NA	[i-][w-][a-][g-lowe1460]
			lowe1461				Lower Vychegda	NA	NA	[i-][w-][a-][g-lowe1461]
			lowe1463				Lower Luga Ingrian	NA	NA	[i-][w-][a-][g-lowe1463]
			lowe1464				Lower Ussuri	NA	NA	[i-][w-][a-][g-lowe1464]
			lowe1465				Lower Andi	NA	NA	[i-][w-][a-][g-lowe1465]
			lowe1466				Lower Amri	NA	NA	[i-][w-][a-][g-lowe1466]
			lowe1467				Lower Wancho	NA	NA	[i-][w-][a-][g-lowe1467]
			lowl1258				Lowland Bali	NA	NA	[i-][w-][a-][g-lowl1258]
			lowl1264				Lowland Huarijio	NA	NA	[i-][w-][a-][g-lowl1264]
			lowl1272				Lowland Gwama	NA	NA	[i-][w-][a-][g-lowl1272]
			lowl1274				Low Latvian	NA	NA	[i-][w-][a-][g-lowl1274]
			lowp1238				Low Piemontese	NA	NA	[i-][w-][a-][g-lowp1238]
			lowu1240				Lowudo	NA	NA	[i-][w-][a-][g-lowu1240]
			lowu1241				Lowu-Lowu	NA	NA	[i-][w-][a-][g-lowu1241]
			lozo1238				Lozoua	NA	NA	[i-][w-][a-][g-lozo1238]
			luac1241				Luac	NA	NA	[i-][w-][a-][g-luac1241]
			luac1242				Luac {Southwestern Dinka}	NA	NA	[i-][w-][a-][g-luac1242]
			lual1238				Lualaba Kingwana	NA	NA	[i-][w-][a-][g-lual1238]
			luan1256				Luang Prabang {Laos}	NA	NA	[i-][w-][a-][g-luan1256]
			luan1257				Luang Prabang	NA	NA	[i-][w-][a-][g-luan1257]
			luan1258				Luangkori	NA	NA	[i-][w-][a-][g-luan1258]
			luan1259				Luano	NA	NA	[i-][w-][a-][g-luan1259]
			luan1260				Nuclear Luangiua	NA	NA	[i-][w-][a-][g-luan1260]
			luan1264				Luang island	NA	NA	[i-][w-][a-][g-luan1264]
			luba1251				Lubang	NA	NA	[i-][w-][a-][g-luba1251]
			luba1252				Luba	NA	NA	[i-][w-][a-][g-luba1252]
			lubu1242				Luburua	NA	NA	[i-][w-][a-][g-lubu1242]
			lubu1244				Lubuagan	NA	NA	[i-][w-][a-][g-lubu1244]
			lubu1245				Lubutu	NA	NA	[i-][w-][a-][g-lubu1245]
			luca1234				Lucaya	NA	NA	[i-][w-][a-][g-luca1234]
			luce1238				Luzern German	NA	NA	[i-][w-][a-][g-luce1238]
			luck1235				Lucknow	NA	NA	[i-][w-][a-][g-luck1235]
			ludi1247				Ludiopa	NA	NA	[i-][w-][a-][g-ludi1247]
			luee1235				Lue	NA	NA	[i-][w-][a-][g-luee1235]
			luga1238				Lugat	NA	NA	[i-][w-][a-][g-luga1238]
			lugi1238				Lufumbo	NA	NA	[i-][w-][a-][g-lugi1238]
			luht1237				Luhtu	NA	NA	[i-][w-][a-][g-luht1237]
			luhu1242				Luhua	NA	NA	[i-][w-][a-][g-luhu1242]
			luis1254				Luiseno	NA	NA	[i-][w-][a-][g-luis1254]
			luja1234				Lujaa`vvr	NA	NA	[i-][w-][a-][g-luja1234]
			luka1238				Lukasa	NA	NA	[i-][w-][a-][g-luka1238]
			luko1238				Lukolwe	NA	NA	[i-][w-][a-][g-luko1238]
			luku1238				Lukumel	NA	NA	[i-][w-][a-][g-luku1238]
			luku1239				Lukula Suku	NA	NA	[i-][w-][a-][g-luku1239]
			lula1234				Lulama	NA	NA	[i-][w-][a-][g-lula1234]
			lule1255				Luleke	NA	NA	[i-][w-][a-][g-lule1255]
			lule1257				Lulemål	NA	NA	[i-][w-][a-][g-lule1257]
			luli1238				Lyuli	NA	NA	[i-][w-][a-][g-luli1238]
			lull1238				Lul	NA	NA	[i-][w-][a-][g-lull1238]
			luma1237				Lumaete	NA	NA	[i-][w-][a-][g-luma1237]
			lumb1248				Lumbu {Ila}	NA	NA	[i-][w-][a-][g-lumb1248]
			lumb1253				Lumbee English	NA	NA	[i-][w-][a-][g-lumb1253]
			lumm1243				Lummi	NA	NA	[i-][w-][a-][g-lumm1243]
			lumn1234				Lumnu-Haqchum	NA	NA	[i-][w-][a-][g-lumn1234]
			luna1245				Lunan	NA	NA	[i-][w-][a-][g-luna1245]
			luna1246				Lunangic	NA	NA	[i-][w-][a-][g-luna1246]
			lunb1237				Lun Bawang	NA	NA	[i-][w-][a-][g-lunb1237]
			lunb1239				Lun {Brao}	NA	NA	[i-][w-][a-][g-lunb1239]
			lund1264				Lund	NA	NA	[i-][w-][a-][g-lund1264]
			lund1265				Lundwe	NA	NA	[i-][w-][a-][g-lund1265]
			lund1267				Lunda Kalunda	NA	NA	[i-][w-][a-][g-lund1267]
			lund1268				Lunda Ndembu	NA	NA	[i-][w-][a-][g-lund1268]
			lund1269				Lunda Kambove	NA	NA	[i-][w-][a-][g-lund1269]
			lund1272				Lun Daye	NA	NA	[i-][w-][a-][g-lund1272]
			lund1273				Lun Dayah	NA	NA	[i-][w-][a-][g-lund1273]
			lung1248				Longchang	NA	NA	[i-][w-][a-][g-lung1248]
			lung1252				Lungu	NA	NA	[i-][w-][a-][g-lung1252]
			lung1253				Lungphi-Muishaung	NA	NA	[i-][w-][a-][g-lung1253]
			lung1254				Lungnak	NA	NA	[i-][w-][a-][g-lung1254]
			luni1238				Lunigiano	NA	NA	[i-][w-][a-][g-luni1238]
			lunt1238				Luntu	NA	NA	[i-][w-][a-][g-lunt1238]
			lunu1238				Lunube Mado	NA	NA	[i-][w-][a-][g-lunu1238]
			luob1236				Luobenzhuo Bai	NA	NA	[i-][w-][a-][g-luob1236]
			luob1237				Luobi	NA	NA	[i-][w-][a-][g-luob1237]
			luof1238				Luofu	NA	NA	[i-][w-][a-][g-luof1238]
			luom1234				Luomian	NA	NA	[i-][w-][a-][g-luom1234]
			luos1238				Loushao	NA	NA	[i-][w-][a-][g-luos1238]
			luqu1238				Luquan Naso	NA	NA	[i-][w-][a-][g-luqu1238]
			lura1237				Lurang	NA	NA	[i-][w-][a-][g-lura1237]
			lure1234				Luren	27.285	105.664	[i-][w-][a-][g-lure1234]
			lusa1234				Lusa	NA	NA	[i-][w-][a-][g-lusa1234]
			luse1250				Lusernese Cimbrian	46.87768	11.42855	[i-][w-][a-][g-luse1250]
			luse1251				Lusenge	NA	NA	[i-][w-][a-][g-luse1251]
			luse1253				Lusengo Poto	NA	NA	[i-][w-][a-][g-luse1253]
			lush1248				Southern Lisu	NA	NA	[i-][w-][a-][g-lush1248]
			lush1250				Lushangi	NA	NA	[i-][w-][a-][g-lush1250]
			lush1257				Lushoto	NA	NA	[i-][w-][a-][g-lush1257]
			luso1235				Lusoba	NA	NA	[i-][w-][a-][g-luso1235]
			luss1238				Lus	NA	NA	[i-][w-][a-][g-luss1238]
			luta1238				Lutangan	NA	NA	[i-][w-][a-][g-luta1238]
			luth1234				Luthigh	NA	NA	[i-][w-][a-][g-luth1234]
			luti1241				Lutien	NA	NA	[i-][w-][a-][g-luti1241]
			luti1242				Lutise	NA	NA	[i-][w-][a-][g-luti1242]
			luts1234				Lutsk Karaim	NA	NA	[i-][w-][a-][g-luts1234]
			luts1235				Lutsi	NA	NA	[i-][w-][a-][g-luts1235]
			lutu1234				Lutu	NA	NA	[i-][w-][a-][g-lutu1234]
			luun1238				Luunda	NA	NA	[i-][w-][a-][g-luun1238]
			luuu1243				Lu {Uganda}	NA	NA	[i-][w-][a-][g-luuu1243]
			luvu1238				Luvuma	NA	NA	[i-][w-][a-][g-luvu1238]
			luwa1242				Luwa	NA	NA	[i-][w-][a-][g-luwa1242]
			luwa1243				Luwalasi	NA	NA	[i-][w-][a-][g-luwa1243]
			luwu1237				Luwu	NA	NA	[i-][w-][a-][g-luwu1237]
			luxe1243				Luxemburgish	NA	NA	[i-][w-][a-][g-luxe1243]
			luxe1244				Luxemburgic	NA	NA	[i-][w-][a-][g-luxe1244]
			luxi1238				Luxi Achang	24.45	98.6	[i-][w-][a-][g-luxi1238]
			luxi1239				Luxi	NA	NA	[i-][w-][a-][g-luxi1239]
			luya1242				Luya-Ginam-Mamusi	NA	NA	[i-][w-][a-][g-luya1242]
			luza1234				Luza-Letka	NA	NA	[i-][w-][a-][g-luza1234]
			lwan1234				Lwanzali	-9.3404	35.27635	[i-][w-][a-][g-lwan1234]
			lyac1234				Lyackson	NA	NA	[i-][w-][a-][g-lyac1234]
			lyam1234				Lyamin Nenets	NA	NA	[i-][w-][a-][g-lyam1234]
			lyco1237				Lycopolitan	NA	NA	[i-][w-][a-][g-lyco1237]
			lyha1238				Ly Ha	NA	NA	[i-][w-][a-][g-lyha1238]
			lyon1243				Lyonnais	NA	NA	[i-][w-][a-][g-lyon1243]
			lyoo1238				Lyo	NA	NA	[i-][w-][a-][g-lyoo1238]
			lytt1234				Lytton-Canyon	NA	NA	[i-][w-][a-][g-lytt1234]
			lyyy1238				Lyy	NA	NA	[i-][w-][a-][g-lyyy1238]
			maag1237				Ma`aging	NA	NA	[i-][w-][a-][g-maag1237]
			maan1239				Maang	23.555104	105.70091	[i-][w-][a-][g-maan1239]
			maba1271				Mabahn	NA	NA	[i-][w-][a-][g-maba1271]
			mabe1235				Mabenaro	-11.543809	-68.277741	[i-][w-][a-][g-mabe1235]
			mabi1238				Mabi	NA	NA	[i-][w-][a-][g-mabi1238]
			mabl1237				Mablei	NA	NA	[i-][w-][a-][g-mabl1237]
			mabo1238				Maboko	NA	NA	[i-][w-][a-][g-mabo1238]
			mabu1248				Mabuyag	NA	NA	[i-][w-][a-][g-mabu1248]
			maca1263				Macaista	NA	NA	[i-][w-][a-][g-maca1263]
			maca1264				Macao Pidgin Portuguese	22.19664	113.55007	[i-][w-][a-][g-maca1264]
			maca1265				Macaguane del Cuiloto	NA	NA	[i-][w-][a-][g-maca1265]
			maca1266				Macaguane del Colorado	NA	NA	[i-][w-][a-][g-maca1266]
			mace1251				Macedonian Greek	NA	NA	[i-][w-][a-][g-mace1251]
			mach1262				Machvano	NA	NA	[i-][w-][a-][g-mach1262]
			mach1263				Macharia	NA	NA	[i-][w-][a-][g-mach1263]
			mach1270				Machiani	NA	NA	[i-][w-][a-][g-mach1270]
			macl1238				Macleod Ganj	NA	NA	[i-][w-][a-][g-macl1238]
			macq1234				Macquarie Harbour	NA	NA	[i-][w-][a-][g-macq1234]
			macu1258				Macuni	-17.904785	-39.809418	[i-][w-][a-][g-macu1258]
			macu1261				Macu-Parana Cacua	NA	NA	[i-][w-][a-][g-macu1261]
			macu1262				Macushi Sign Language	4.59501	-60.16245	[i-][w-][a-][g-macu1262]
			mada1244				Madahaddi	NA	NA	[i-][w-][a-][g-mada1244]
			mada1280				Madai Gang	NA	NA	[i-][w-][a-][g-mada1280]
			mada1281				Madarrpa	NA	NA	[i-][w-][a-][g-mada1281]
			mada1283				Madaka	NA	NA	[i-][w-][a-][g-mada1283]
			mada1286				Madar	NA	NA	[i-][w-][a-][g-mada1286]
			mada1297				Madani	NA	NA	[i-][w-][a-][g-mada1297]
			made1251				Madeira-Azores	NA	NA	[i-][w-][a-][g-made1251]
			made1254				Madean-Vinac	NA	NA	[i-][w-][a-][g-made1254]
			madh1242				Madhesi	NA	NA	[i-][w-][a-][g-madh1242]
			madh1243				Madhavpur	NA	NA	[i-][w-][a-][g-madh1243]
			madi1258				Madipia	NA	NA	[i-][w-][a-][g-madi1258]
			madi1259				Madimadoko	NA	NA	[i-][w-][a-][g-madi1259]
			madi1264				Madiunan	NA	NA	[i-][w-][a-][g-madi1264]
			madk1237				Madka-Kinwat	NA	NA	[i-][w-][a-][g-madk1237]
			mado1239				Mado	NA	NA	[i-][w-][a-][g-mado1239]
			madr1237				Madrasi	NA	NA	[i-][w-][a-][g-madr1237]
			madr1239				Madre de Dios Yine	NA	NA	[i-][w-][a-][g-madr1239]
			madu1246				Ma`du	NA	NA	[i-][w-][a-][g-madu1246]
			mady1238				Madyay	NA	NA	[i-][w-][a-][g-mady1238]
			maee1242				Mae	NA	NA	[i-][w-][a-][g-maee1242]
			maep1238				Mae Ping	NA	NA	[i-][w-][a-][g-maep1238]
			maer1238				Maerkang	NA	NA	[i-][w-][a-][g-maer1238]
			maes1238				Mae Sarieng	NA	NA	[i-][w-][a-][g-maes1238]
			mafi1234				Mafilito	NA	NA	[i-][w-][a-][g-mafi1234]
			maga1262				Magam	NA	NA	[i-][w-][a-][g-maga1262]
			maga1265				Maga	NA	NA	[i-][w-][a-][g-maga1265]
			maga1269				Magara	NA	NA	[i-][w-][a-][g-maga1269]
			maga1271				Magati	NA	NA	[i-][w-][a-][g-maga1271]
			maga1272				Magadhan Pali	NA	NA	[i-][w-][a-][g-maga1272]
			maga1273				Magajingari Sign Language	11.06693	7.71578	[i-][w-][a-][g-maga1273]
			magb1238				Magbiambo	NA	NA	[i-][w-][a-][g-magb1238]
			magi1242				Magiana	NA	NA	[i-][w-][a-][g-magi1242]
			mago1249				Magobineng	NA	NA	[i-][w-][a-][g-mago1249]
			mago1253				Magoumaz	NA	NA	[i-][w-][a-][g-mago1253]
			magp1237				Magpet Manobo	NA	NA	[i-][w-][a-][g-magp1237]
			magr1238				Magra Ki Boli	NA	NA	[i-][w-][a-][g-magr1238]
			maha1286				Mahali {Iran}	NA	NA	[i-][w-][a-][g-maha1286]
			maha1288				Maharashtra Lamani	NA	NA	[i-][w-][a-][g-maha1288]
			maha1289				Mahari	NA	NA	[i-][w-][a-][g-maha1289]
			maha1290				Mahari {Konkani}	NA	NA	[i-][w-][a-][g-maha1290]
			maha1292				Mahali {Santali}	NA	NA	[i-][w-][a-][g-maha1292]
			maha1294				Mahakulung	NA	NA	[i-][w-][a-][g-maha1294]
			maha1295				Mahas	NA	NA	[i-][w-][a-][g-maha1295]
			maha1296				Mahanji	NA	NA	[i-][w-][a-][g-maha1296]
			maha1297				Mahaa	NA	NA	[i-][w-][a-][g-maha1297]
			maha1298				Mahakam Busang	NA	NA	[i-][w-][a-][g-maha1298]
			maha1304				Mahabad	NA	NA	[i-][w-][a-][g-maha1304]
			maha1309				Mahafaly-Antanalana Malagasy	-24.2	44.5	[i-][w-][a-][g-maha1309]
			maha1310				Mahallati	NA	NA	[i-][w-][a-][g-maha1310]
			maha1311				Mahafaly	NA	NA	[i-][w-][a-][g-maha1311]
			maha1312				Mahalati	NA	NA	[i-][w-][a-][g-maha1312]
			mahi1249				Mahigi	-7.684709	143.234891	[i-][w-][a-][g-mahi1249]
			maho1247				Mahottari	NA	NA	[i-][w-][a-][g-maho1247]
			maho1250				Mahouka	NA	NA	[i-][w-][a-][g-maho1250]
			mahu1237				Mahuan	NA	NA	[i-][w-][a-][g-mahu1237]
			maia1240				Mayak	NA	NA	[i-][w-][a-][g-maia1240]
			maia1252				Maiabare	NA	NA	[i-][w-][a-][g-maia1252]
			maid1261				Maiduguri	NA	NA	[i-][w-][a-][g-maid1261]
			maih1239				Maiha	NA	NA	[i-][w-][a-][g-maih1239]
			maij1234				Maijdi	NA	NA	[i-][w-][a-][g-maij1234]
			maim1251				Maimaka	NA	NA	[i-][w-][a-][g-maim1251]
			main1270				Maingtha	NA	NA	[i-][w-][a-][g-main1270]
			main1271				Mainypilgino	NA	NA	[i-][w-][a-][g-main1271]
			main1274				Maingao	NA	NA	[i-][w-][a-][g-main1274]
			main1276				Mainoki	NA	NA	[i-][w-][a-][g-main1276]
			main1284				Mainland Antankarana	NA	NA	[i-][w-][a-][g-main1284]
			main1285				Mainland Northern Frisian	NA	NA	[i-][w-][a-][g-main1285]
			maip1246				Maipure	4.8	-67.5	[i-][w-][a-][g-maip1246]
			maip1247				Maipure-Avane	4.8	-67.5	[i-][w-][a-][g-maip1247]
			mais1251				Maisawiet	NA	NA	[i-][w-][a-][g-mais1251]
			mais1252				Maisefa	NA	NA	[i-][w-][a-][g-mais1252]
			mait1251				Maitaria	NA	NA	[i-][w-][a-][g-mait1251]
			mait1252				Maite	NA	NA	[i-][w-][a-][g-mait1252]
			mait1253				Maitsi	NA	NA	[i-][w-][a-][g-mait1253]
			maiw1252				Maiwa	NA	NA	[i-][w-][a-][g-maiw1252]
			maiy1240				Maiyah	NA	NA	[i-][w-][a-][g-maiy1240]
			maiz1237				Maizuru	NA	NA	[i-][w-][a-][g-maiz1237]
			maja1243				Majalengka Sundanese	NA	NA	[i-][w-][a-][g-maja1243]
			maje1237				Majene	NA	NA	[i-][w-][a-][g-maje1237]
			majh1251				Majh-Kumaiya	NA	NA	[i-][w-][a-][g-majh1251]
			majh1252				Majhi {Panjabi}	NA	NA	[i-][w-][a-][g-majh1252]
			majh1254				Majhi-Korwa	NA	NA	[i-][w-][a-][g-majh1254]
			maji1238				Majingai	NA	NA	[i-][w-][a-][g-maji1238]
			majn1234				Majngapilgino	NA	NA	[i-][w-][a-][g-majn1234]
			maju1234				Majunga	NA	NA	[i-][w-][a-][g-maju1234]
			maju1236				Maju Mandobo	NA	NA	[i-][w-][a-][g-maju1236]
			maka1301				Makaraka	NA	NA	[i-][w-][a-][g-maka1301]
			maka1302				Makale	NA	NA	[i-][w-][a-][g-maka1302]
			maka1306				Makada	NA	NA	[i-][w-][a-][g-maka1306]
			maka1307				Makatian	NA	NA	[i-][w-][a-][g-maka1307]
			maka1308				Makariki	NA	NA	[i-][w-][a-][g-maka1308]
			maka1309				Makaheeliga	NA	NA	[i-][w-][a-][g-maka1309]
			maka1312				Makale {Indonesia}	NA	NA	[i-][w-][a-][g-maka1312]
			maka1313				Makatao	NA	NA	[i-][w-][a-][g-maka1313]
			maka1317				Makasai	NA	NA	[i-][w-][a-][g-maka1317]
			maka1322				Makari	NA	NA	[i-][w-][a-][g-maka1322]
			maka1325				Makanjaula	-9.52396	34.79638	[i-][w-][a-][g-maka1325]
			make1248				Makeke	NA	NA	[i-][w-][a-][g-make1248]
			make1249				Make	NA	NA	[i-][w-][a-][g-make1249]
			make1250				Makere	NA	NA	[i-][w-][a-][g-make1250]
			makh1263				Makhuwana	NA	NA	[i-][w-][a-][g-makh1263]
			maki1248				Makiang	NA	NA	[i-][w-][a-][g-maki1248]
			makk1244				Mak	NA	NA	[i-][w-][a-][g-makk1244]
			mako1252				Makoda	NA	NA	[i-][w-][a-][g-mako1252]
			mako1253				Makoma	NA	NA	[i-][w-][a-][g-mako1253]
			makp1238				Makpa	NA	NA	[i-][w-][a-][g-makp1238]
			makr1243				Makrani	NA	NA	[i-][w-][a-][g-makr1243]
			makr1244				Makrana	NA	NA	[i-][w-][a-][g-makr1244]
			maku1274				Makutu	NA	NA	[i-][w-][a-][g-maku1274]
			maku1275				Makutana	NA	NA	[i-][w-][a-][g-maku1275]
			maku1276				Makura	NA	NA	[i-][w-][a-][g-maku1276]
			maky1236				Makyam Naga	NA	NA	[i-][w-][a-][g-maky1236]
			mala1389				Malanga	NA	NA	[i-][w-][a-][g-mala1389]
			mala1432				Malali	-16.833987	-42.282716	[i-][w-][a-][g-mala1432]
			mala1453				Malatya	NA	NA	[i-][w-][a-][g-mala1453]
			mala1455				Malakka Besisi	NA	NA	[i-][w-][a-][g-mala1455]
			mala1460				Malayadiars	NA	NA	[i-][w-][a-][g-mala1460]
			mala1462				Mala Pulayan	NA	NA	[i-][w-][a-][g-mala1462]
			mala1465				Malabar	NA	NA	[i-][w-][a-][g-mala1465]
			mala1467				Malaya Tamil	NA	NA	[i-][w-][a-][g-mala1467]
			mala1469				Malakanagiri Koya	NA	NA	[i-][w-][a-][g-mala1469]
			mala1470				Malal	NA	NA	[i-][w-][a-][g-mala1470]
			mala1472				Malamba	NA	NA	[i-][w-][a-][g-mala1472]
			mala1473				Mala	NA	NA	[i-][w-][a-][g-mala1473]
			mala1474				Malalulu	NA	NA	[i-][w-][a-][g-mala1474]
			mala1483				Malagheti	NA	NA	[i-][w-][a-][g-mala1483]
			mala1488				Malai	NA	NA	[i-][w-][a-][g-mala1488]
			mala1492				Malay {Ati}	NA	NA	[i-][w-][a-][g-mala1492]
			mala1493				Malang-Pasuruan	NA	NA	[i-][w-][a-][g-mala1493]
			mala1531				Malabu {Bata}	NA	NA	[i-][w-][a-][g-mala1531]
			mala1532				Malabu	NA	NA	[i-][w-][a-][g-mala1532]
			mala1534				Malaweg	17.844833	121.391322	[i-][w-][a-][g-mala1534]
			mala1544				Malabar-Sri Lanka Portuguese	8.5867	81.211885	[i-][w-][a-][g-mala1544]
			mala1551				Malaysian English	NA	NA	[i-][w-][a-][g-mala1551]
			mala1552				Malarra	NA	NA	[i-][w-][a-][g-mala1552]
			mala1553				Malayeri	NA	NA	[i-][w-][a-][g-mala1553]
			male1280				Malekshahi	NA	NA	[i-][w-][a-][g-male1280]
			male1283				Malele	NA	NA	[i-][w-][a-][g-male1283]
			male1285				Malen-Utwe	NA	NA	[i-][w-][a-][g-male1285]
			male1290				Maleu	NA	NA	[i-][w-][a-][g-male1290]
			male1293				Malecite	NA	NA	[i-][w-][a-][g-male1293]
			malg1251				Malgwa	11.77	13.61	[i-][w-][a-][g-malg1251]
			malh1241				Peripheral Şirvan Muslim Tat	NA	NA	[i-][w-][a-][g-malh1241]
			malh1242				Malhi	NA	NA	[i-][w-][a-][g-malh1242]
			mali1242				Malibu	NA	NA	[i-][w-][a-][g-mali1242]
			mali1277				Maliki	NA	NA	[i-][w-][a-][g-mali1277]
			mali1278				Malieng	NA	NA	[i-][w-][a-][g-mali1278]
			mali1281				Malibcong Banao	NA	NA	[i-][w-][a-][g-mali1281]
			mali1282				Maligan	NA	NA	[i-][w-][a-][g-mali1282]
			mali1286				Malinaltepec	NA	NA	[i-][w-][a-][g-mali1286]
			mali1289				Malimiutun	NA	NA	[i-][w-][a-][g-mali1289]
			mall1247				Mallango	NA	NA	[i-][w-][a-][g-mall1247]
			mall1248				Mallorqui	NA	NA	[i-][w-][a-][g-mall1248]
			maln1239				Malngin	NA	NA	[i-][w-][a-][g-maln1239]
			malo1244				Malom	NA	NA	[i-][w-][a-][g-malo1244]
			malo1246				Malo	NA	NA	[i-][w-][a-][g-malo1246]
			malt1247				Maltese English	NA	NA	[i-][w-][a-][g-malt1247]
			malu1244				Malual	NA	NA	[i-][w-][a-][g-malu1244]
			malu1246				Malunda	NA	NA	[i-][w-][a-][g-malu1246]
			malu1250				Maaloula	NA	NA	[i-][w-][a-][g-malu1250]
			malu1253				Malung	NA	NA	[i-][w-][a-][g-malu1253]
			malu1254				Malua Bay	NA	NA	[i-][w-][a-][g-malu1254]
			malv1244				Malvi Proper	NA	NA	[i-][w-][a-][g-malv1244]
			malw1235				Malwa	NA	NA	[i-][w-][a-][g-malw1235]
			mama1269				Mamasani	NA	NA	[i-][w-][a-][g-mama1269]
			mama1270				Mamalgha Munji	NA	NA	[i-][w-][a-][g-mama1270]
			mama1273				Talang Mamaq	NA	NA	[i-][w-][a-][g-mama1273]
			mama1274				Mamala	NA	NA	[i-][w-][a-][g-mama1274]
			mamb1292				Mambangura	NA	NA	[i-][w-][a-][g-mamb1292]
			mamb1293				Mambe`	NA	NA	[i-][w-][a-][g-mamb1293]
			mamb1295				Mamba {Democratic Republic of Congo}	NA	NA	[i-][w-][a-][g-mamb1295]
			mamb1297				Mambwe	NA	NA	[i-][w-][a-][g-mamb1297]
			mamb1298				Mamba	NA	NA	[i-][w-][a-][g-mamb1298]
			mamb1303				Mambisa	NA	NA	[i-][w-][a-][g-mamb1303]
			mamb1304				Mambump	NA	NA	[i-][w-][a-][g-mamb1304]
			mamb1307				Mambai {East Timor}	NA	NA	[i-][w-][a-][g-mamb1307]
			mamb1308				Mambi	NA	NA	[i-][w-][a-][g-mamb1308]
			mamn1243				Mamna`a	NA	NA	[i-][w-][a-][g-mamn1243]
			mamn1244				Mamangathi	NA	NA	[i-][w-][a-][g-mamn1244]
			mamo1239				Nuclear Deni	NA	NA	[i-][w-][a-][g-mamo1239]
			mamp1245				Mampoko	NA	NA	[i-][w-][a-][g-mamp1245]
			mamu1253				Mamu	NA	NA	[i-][w-][a-][g-mamu1253]
			mana1289				Managobla	NA	NA	[i-][w-][a-][g-mana1289]
			mana1290				Manang	NA	NA	[i-][w-][a-][g-mana1290]
			mana1291				Manawadji	NA	NA	[i-][w-][a-][g-mana1291]
			mana1292				Manangeer	NA	NA	[i-][w-][a-][g-mana1292]
			mana1293				Manawi	NA	NA	[i-][w-][a-][g-mana1293]
			mana1296				Mananga	NA	NA	[i-][w-][a-][g-mana1296]
			mana1299				Manao	-0.540066	-64.5186	[i-][w-][a-][g-mana1299]
			mana1304				Manala	NA	NA	[i-][w-][a-][g-mana1304]
			manc1253				Manchurian Evenki	49.296	119.797	[i-][w-][a-][g-manc1253]
			mand1410				Mandyam Brahmin	NA	NA	[i-][w-][a-][g-mand1410]
			mand1414				Mandla {Dravidian}	NA	NA	[i-][w-][a-][g-mand1414]
			mand1418				Mandjalpingu	NA	NA	[i-][w-][a-][g-mand1418]
			mand1420				Mandiakuy	NA	NA	[i-][w-][a-][g-mand1420]
			mand1421				Manda {Venda}	NA	NA	[i-][w-][a-][g-mand1421]
			mand1422				Mandla	NA	NA	[i-][w-][a-][g-mand1422]
			mand1426				Mandura-Dibate-Metemma	NA	NA	[i-][w-][a-][g-mand1426]
			mand1427				Mandura	NA	NA	[i-][w-][a-][g-mand1427]
			mand1428				Mandala	NA	NA	[i-][w-][a-][g-mand1428]
			mand1429				Mandaba	NA	NA	[i-][w-][a-][g-mand1429]
