stock	mbranch	sbranch	ssbranch	lsbranch	language	LID	glottolog_LID.2014	ISO639.3.2013
Cushitic	Southern Cushitic	NA	NA	NA	Alagwa	2708	alag1248	wbj
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Wakhi (Wakhan)	2709	wakh1245	wbl
Pama-Nyungan	Southwestern Pama-Nyungan	Kartu	NA	NA	Watjarri	2710	waja1257	wbv
Yanomaman	NA	NA	NA	NA	Yanomámi	2711	yano1262	wca
Anson Bay	NA	NA	NA	NA	Bachamal	2712	wadj1254	wdj
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Wedau	2713	weda1241	wed
Indo-European	Balto-Slavic	Slavic	West Slavic	NA	Sorbian (Lower)	2714	lowe1385	dsb
Kwa	Gbe	NA	NA	NA	Wéménugbé	2715	weme1239	wem
Indo-European	Balto-Slavic	Slavic	West Slavic	NA	Sorbian (Upper)	2716	uppe1395	hsb
Indo-European	Germanic	West Germanic	NA	NA	German (Westphalian)	2717	west2356	wep
Goilalan	NA	NA	NA	NA	Weri	2718	weri1253	wer
Pama-Nyungan	Dyirbalic	NA	NA	NA	Warrgamay	2719	warr1255	wgy
Gur	North Gur	NA	NA	NA	Toussian (Win)	2720	sout2797	wib
Pama-Nyungan	Paman	Northern Pama	NA	NA	Wik Ngathana	2721	wikn1245	wig
Pama-Nyungan	Paman	Northern Pama	NA	NA	Wik Munkan	2722	wikm1247	wim
Pama-Nyungan	Southwestern Pama-Nyungan	Yura	NA	NA	Wirangu	2723	wira1260	wiw
Gunwingguan	NA	NA	NA	NA	Gunbalang	2724	kunb1251	wlg
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Wolio	2725	woli1241	wlo
Indo-European	Italic-Celtic	Celtic	NA	NA	Welsh	2726	wels1247	cym
Macro-Ok	Awyu-Dumut	Dumut	NA	NA	Wambon	2727	wamb1259	wms
Pama-Nyungan	Southwestern Pama-Nyungan	Ngumbin	NA	NA	Walmatjari	2728	walm1241	wmt
Finisterre-Huon	Finisterre	Wantoat	NA	NA	Wantoat	2729	want1252	wnc
Northern Daly	NA	NA	NA	NA	Tyeraity	2730	tyar1236	woa
Kru	West Kru	NA	NA	NA	Wobe	2731	weno1238	wob
Austronesian	Malayo-Polynesian	Oceanic	Micronesian	NA	Woleaian	2732	wole1240	woe
Sepik	Wogamusin-Chenapian	NA	NA	NA	Wogamusin	2733	woga1249	wog
Timor-Alor-Pantar	Alor-Pantar	Alor	NA	NA	Woisika	2734	kama1365	woi
North Atlantic	NA	NA	NA	NA	Wolof	2735	nucl1347	wol
Sepik	Middle Sepik (Ndu)	NA	NA	NA	Hanga Hundi	2736	hang1263	wos
Pama-Nyungan	Southwestern Pama-Nyungan	Ngayardic	NA	NA	Warluwara	2737	warl1256	wrb
Pama-Nyungan	Maric	NA	NA	NA	Warrungu	2738	waru1264	wrg
Austronesian	Malayo-Polynesian	South Halmahera-Western New Guinea (SHWNG)	NA	NA	Waropen	2739	waro1242	wrp
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Waray-Waray	2740	wara1300	war
Berta	NA	NA	NA	NA	Berta	2741	bert1248	wti
Sino-Tibetan	Sinitic	Central Sinitic	NA	NA	Wu	2742	wuch1236	wuu
Iroquoian	Northern Iroquoian	Five Nations-Huronian-Susquehannock (Proto-Lake Iroquoian)	Huron-Wyandot	NA	Wyandot	2743	wyan1247	wya
Austronesian	Malayo-Polynesian	Oceanic	Central Pacific	Western Fijian linkage	Fijian (Wayan)	2744	west2519	wyy
!Ui-Taa	NA	NA	NA	NA	|Xam	2745	xamm1241	xam
Uralic	Samoyedic	Southern (Samoyedic)	NA	NA	Kamass	2746	kama1351	xas
Macro-Ge	Ge	Amazonian Ge	Central Ge	NA	Xavante	2747	xava1240	xav
Macro-Ge	Ge	Amazonian Ge	Central Ge	NA	Xerénte	2748	xere1240	xer
Sign Language Kenyan	NA	NA	NA	NA	Sign Language Kenyan	2749	keny1241	xki
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Kabatei	2750	kaba1276	xkp
Tupian	Tupari	NA	NA	NA	Mekens	2751	till1254	til
Kartvelian	Georgian-Zan	Zan	NA	NA	Mingrelian	2752	ming1252	xmf
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Manadonese	2753	mala1481	xmm
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Xhosa	2754	xhos1239	xho
Macro-Ge	Ge	Amazonian Ge	Northern Ge	NA	Krahô	2755	krah1246	xra
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Ke'o	2756	keoo1238	xxk
Pano-Tacanan	Panoan	NA	NA	NA	Yaminahua	2757	yami1256	yaa
Yaruro	NA	NA	NA	NA	Yaruro	2758	pume1238	yae
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Yaka	2759	yaka1269	yaf
Yahgan	NA	NA	NA	NA	Yahgan	2760	yama1264	yag
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Yazgulyam	2761	yazg1240	yah
Indo-European	Indo-Iranian	Iranian	Northeast Iranian	NA	Yaghnobi	2762	yagn1238	yai
Benue-Congo	Bantoid	NA	NA	NA	Yamba	2763	yamb1251	yam
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Yao (in Malawi)	2764	yaoo1241	yao
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Gunu	2765	nugu1242	yas
Turkic	Common Turkic	Northern Turkish	NA	NA	Saryg Yughur	2766	west2402	ybe
Arawakan	NA	NA	NA	NA	Yucuna	2767	yucu1253	ycn
Benue-Congo	Platoid	NA	NA	NA	Tarok	2768	taro1263	yer
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Yeyi	2769	yeyi1239	yey
Pama-Nyungan	Southwestern Pama-Nyungan	Kartu	NA	NA	Yingkarta	2770	ying1247	yia
Sino-Tibetan	Lolo-Burmese	Loloish	Northern Loloish	NA	Yi	2771	sich1238	iii
Surmic	NA	NA	NA	NA	Koegu	2772	kweg1241	xwg
Pama-Nyungan	Southwestern Pama-Nyungan	Ngayardic	NA	NA	Yindjibarndi	2773	yind1247	yij
Sino-Tibetan	Lolo-Burmese	Loloish	Central Loloish	Western Yi	Lalo	2774	xish1235	ywt
Pama-Nyungan	Paman	Southwest Pama	NA	NA	Yir Yiront	2775	yiry1245	yiy
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Yakan	2776	yaka1277	yka
Adamawa-Ubangi	NA	NA	NA	NA	Yakoma	2778	yako1252	yky
Yelî Dnye	NA	NA	NA	NA	Yelî Dnye	2779	yele1255	yle
Torricelli	Wapei-Palei	NA	NA	NA	Yil	2780	yill1241	yll
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Nyalayu	2781	nyal1254	yly
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	NA	NA	Yami	2782	yami1254	tao
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Yansi	2783	yans1239	yns
Macro-Ok	Lowland Ok	NA	NA	NA	Kati (West Papua and Indonesia)	2784	kati1270	bsh
Austronesian	Malayo-Polynesian	Oceanic	Yapese	NA	Yapese	2786	yape1248	yap
Yareban	NA	NA	NA	NA	Yareba	2787	yare1248	yrb
Eskimo-Aleut	Eskimoan	NA	NA	NA	Yup’ik (Sirenik)	2788	sire1246	ysr
Sino-Tibetan	Sinitic	Southern Sinitic	NA	NA	Cantonese	2790	yuec1235	yue
Tucánoan	NA	NA	NA	NA	Yuruti	2791	yuru1263	yui
Yuki-Wappo	NA	NA	NA	NA	Yuki	2792	yuki1243	yuk
Bongo-Bagirmi	NA	NA	NA	NA	Yulu	2793	yulu1243	yul
Yuman	NA	NA	NA	NA	Quechan	2794	quec1382	yum
Cariban	NA	NA	NA	NA	Yukpa	2795	yukp1241	yup
Yeniseian	NA	NA	NA	NA	Yugh	2796	yugh1239	yuu
Yukagir	NA	NA	NA	NA	Yukagir (Kolyma)	2797	sout2750	yux
Mongolic	NA	NA	NA	NA	Shira Yughur	2798	east2337	yuy
Nyulnyulan	NA	NA	NA	NA	Yawuru	2799	yawu1244	ywr
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Juárez)	2800	sier1250	zaa
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (San Lucas Quiaviní)	2801	sanj1284	zab
Adamawa-Ubangi	NA	NA	NA	NA	Zande	2802	zand1248	zne
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Yatzachi)	2803	yatz1235	zav
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Mitla)	2804	mitl1236	zaw
Omotic	NA	NA	NA	NA	Zayse	2805	zays1235	zay
Berber	NA	NA	NA	NA	Zenaga	2806	zena1248	zen
Marind	NA	NA	NA	NA	Zimakani	2807	zima1244	zik
Pama-Nyungan	Maric	NA	NA	NA	Margany	2808	marg1253	zmc
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Malayan / Malayic	NA	Malay (Ulu Muar)	2809	nege1240	zmi
Eastern Daly	NA	NA	NA	NA	Madngele	2810	madn1237	zml
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Mituku	2811	mitu1240	zmq
Western Daly	NA	NA	NA	NA	Maringarr	2812	mari1419	zmt
Pama-Nyungan	NA	NA	NA	NA	Muruwari	2813	muru1266	zmu
Mixe-Zoque	NA	NA	NA	NA	Zoque (Chimalapa)	2814	chim1300	zoh
Mixe-Zoque	NA	NA	NA	NA	Zoque (Rayon)	2815	rayo1235	zor
Mixe-Zoque	NA	NA	NA	NA	Zoque (Francisco León)	2816	fran1266	zos
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Ixtlan)	2817	sout3005	zpd
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Quiegolani)	2818	sant1451	zpi
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Mixtepec)	2819	mixt1426	zpm
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Zoogocho)	2820	zoog1238	zpq
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (Texmelucan)	2821	texm1235	zpz
Zaparoan	NA	NA	NA	NA	Zaparo	2822	zapa1253	zro
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Zazaki	2823	zaza1246	zza
Sino-Tibetan	Bodic	Tibetan	Classical Tibetan	NA	Tibetan (Classical)	2824	clas1254	xct
Nakh-Daghestanian	Daghestanian	Dargic	NA	NA	Dargi (standard)	2826	darg1241	dar
Nakh-Daghestanian	Daghestanian	Lezgian	Samurian (core Lezgian)	Western Samurian	Agul	2828	aghu1253	agx
Eastern Highlands	Gorokan	NA	NA	NA	Gende	2829	gend1249	gaf
Austronesian	NA	NA	NA	NA	Tikopia	2830	tiko1237	tkp
Indo-European	Greek-Armenian	Greek	Ancient Greek	NA	Greek (Ancient)	2831	anci1242	grc
Indo-European	Germanic	East Germanic	NA	NA	Gothic	2832	goth1244	got
Indo-European	Germanic	West Germanic	NA	NA	English (Old)	2833	olde1238	ang
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Canaanitic	Ugaritic	2834	ugar1238	uga
Sepik	Middle Sepik (Ndu)	NA	NA	NA	Ngala	2835	ngal1300	nud
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Central Vanuatu linkage	Port Sandwich	2836	port1285	psw
Pama-Nyungan	Paman	Gugadj	NA	NA	Gugadj	2837	guga1239	ggd
Western Daly	NA	NA	NA	NA	Maramanandji	2838	mari1417	zmm
Na-Dene	Athabaskan	NA	NA	NA	Beaver	2839	beav1236	bea
Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic	Aramaic (Biblical)	2840	jewi1240	tmr
Yokuts-Utian	Yokutsan	NA	NA	NA	Yokuts (Valley)	2841	yoku1256	yok
Totonac-Tepehuan	NA	NA	NA	NA	Totonac (Filomeno Mata)	2843	filo1235	tlp
Sino-Tibetan	Sinitic	NA	NA	NA	Dungan	2845	dung1253	dng
West Papuan	NA	NA	NA	Yapen	Saweru	2848	sawe1240	swr
Macro-Skou	NA	NA	NA	NA	Skou	2849	nucl1634	skv
Austroasiatic	Eastern Mon-Khmer	Bahnaric	NA	NA	Bahnar	2851	bahn1262	bdq
Indo-European	Germanic	West Germanic	NA	NA	Low German (Old)	2853	nort2627	nds
Indo-European	Germanic	West Germanic	NA	NA	High German (Old)	2854	oldh1241	goh
Indo-European	Germanic	West Germanic	NA	NA	Old Saxian	2855	olds1250	osx
Indo-European	Germanic	North Germanic	NA	NA	Old Norse	2856	oldn1244	non
Indo-European	Germanic	West Germanic	Frisian	NA	Frisian (Old)	2857	oldf1241	ofs
Indo-European	Balto-Slavic	Slavic	East Slavic	NA	Russian (Old)	2858	oldr1238	orv
Indo-European	Balto-Slavic	Slavic	South Slavic	NA	Bulgarian (Old)	2859	bolg1250	xbo
Eskimo-Aleut	Eskimoan	NA	NA	NA	Yup’ik (Pacific Gulf)	2860	paci1278	ems
Sino-Tibetan	Kiranti	Central-Eastern Kiranti	Eastern Kiranti	Greater Yakkha	Chintang	2862	chhi1245	ctn
Sino-Tibetan	Kiranti	Central-Eastern Kiranti	Central Kiranti	Southern Kiranti	Puma	2863	puma1239	pum
Mande	East Mande	NA	NA	NA	Toura	2864	tour1242	neb
Sino-Tibetan	Kiranti	Western Kiranti	Chaurasiya	NA	Wambule	2865	wamb1257	wme
Indo-European	Indo-Iranian	Indo-Aryan	Pali	NA	Pali	2866	pali1273	pli
Eastern Highlands	Gorokan	NA	NA	NA	Yagaria	2869	yaga1260	ygr
Sino-Tibetan	Qiangic	NA	NA	NA	Tujia	2871	nort2732	tji
Dani	NA	NA	NA	NA	Lani (Western Dani)	2872	west2594	dnw
Sino-Tibetan	Kiranti	Central-Eastern Kiranti	Central Kiranti	Southern Kiranti	Bantawa	2873	bant1281	bap
Hotí	NA	NA	NA	NA	Waruwaru	2875	yuwa1244	yau
Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	NA	NA	Palu'e	2876	palu1252	ple
Timor-Alor-Pantar	Alor-Pantar	Alor	NA	NA	Adang	2878	adan1251	adn
Dravidian	North Dravidian	NA	NA	NA	Dhangar	2879	nepa1253	kxl
Austroasiatic	Munda	Northern Munda	Kherwarian	NA	Satar	2880	sant1410	sat
Dravidian	North Dravidian	NA	NA	NA	Kisan	2881	kuru1302	kru
Berber	NA	NA	NA	Berber	Berber (Kabyle)	2882	kaby1243	kab
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Khufi	2883	shug1248	sgh
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Zebaki	2884	sang1316	sgl
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Shughni	2885	shug1248	sgh
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Bartangi	2886	shug1248	sgh
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Roshorvi	2887	shug1248	sgh
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Sariqoli	2888	sari1246	srh
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Sanglichi	2889	sang1316	sgy
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Yidgha	2890	yidg1240	ydg
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Munji	2891	munj1244	mnj
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Parachi	2892	para1299	prc
Indo-European	Italic-Celtic	Italic	NA	NA	Latin	2893	lati1261	lat
Indo-European	Italic-Celtic	Italic	NA	NA	Sicilian	2894	sici1248	scn
Mongolic	NA	NA	NA	NA	Mongolian (Peripheral)	2895	peri1253	mvf
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Argobba	2896	argo1244	agj
Siouan	NA	NA	NA	NA	Assiniboine	2897	assi1247	asb
Indo-European	Italic-Celtic	Italic	NA	NA	French (Cajun)	2898	stan1290	fra
Indo-European	Indo-Iranian	Iranian	Northeast Iranian	NA	Avestan	2900	aves1237	ave
Benue-Congo	Idomoid	NA	NA	NA	Yala	2901	yala1263	yba
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Tharaka	2902	thar1283	thk
Kru	Aizi	NA	NA	NA	Dewoin	2903	dewo1238	dee
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian	Dumbea	2904	dumb1241	duf
Dravidian	South Dravidian	South Dravidian I	NA	NA	Irula	2906	tami1289	tam
Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Canaanitic	Samaritan	2908	sama1313	smp
Indo-European	Indo-Iranian	Indo-Aryan	Southwestern Indo-Aryan	NA	Saurashtra	2909	saur1248	saz
South Atlantic	NA	NA	NA	NA	Sherbro	2910	sher1258	bun
Dravidian	South Dravidian	South Dravidian I	NA	NA	Urali	2911	ural1274	url
Semitic	West Semitic	Central (West Semitic)	Aramaic	Aramaic	Syriac	2912	clas1252	syc
Adamawa-Ubangi	NA	NA	NA	NA	Ngbaka Ma'bo	2913	ngba1284	nbm
Kara	NA	NA	NA	NA	Kara (Tanzania)	2914	kara1481	reg
Indo-European	Indo-Iranian	Iranian	Southeast Iranian	NA	Wakhi (Hunza)	2916	wakh1245	wbl
Pama-Nyungan	Southwestern Pama-Nyungan	Ngayardic	NA	NA	Djiwarli	2917	djiw1239	djl
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Kirmanjki	2918	kirm1248	kiu
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Dimili	2919	diml1238	diq
Pama-Nyungan	Karnic	NA	NA	NA	Yandruwandha	2920	yand1253	ynd
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Tarom	2922	uppe1235	tov
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Kajali	2923	kaja1247	xkj
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Shahrudi	2924	shah1254	shm
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Chali	2925	NA	tks
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Takestani	2926	take1255	tks
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Eshtehardi	2927	esht1238	esh
Pama-Nyungan	Dyirbalic	NA	NA	NA	Giramay (Dyirbal)	2928	dyir1250	dbl
Indo-European	Indo-Iranian	Iranian	Northwest Iranian	NA	Talysh (Northern)	2929	taly1247	tly
Dravidian	South Dravidian	South Dravidian I	NA	NA	Betta Kurumba	2930	bett1235	xub
Chimbu-Wahgi	Chimbu	NA	NA	NA	Dom	2932	domm1246	doa
!Ui-Taa	NA	NA	NA	NA	Nǀuu	2934	nuuu1241	ngh
Cariban	NA	NA	NA	NA	Waimiri Atroari	2935	waim1253	atr
Indo-European	Indo-Iranian	Indo-Aryan	Dardic (Northwestern Indo-Aryan)	NA	Palula	2936	phal1254	phl
Uto-Aztecan	Southern Uto-Aztecan	Sonoran	NA	NA	River Warihío	2939	huar1255	var
Uto-Aztecan	Southern Uto-Aztecan	Aztecan	NA	NA	Nahuatl (Ometepec)	2940	omet1237	nht
Mixe-Zoque	NA	NA	NA	NA	Popoluca (Texistepec)	2941	texi1237	poq
Chadic	Biu-Mandara (Central Chadic)	NA	NA	NA	Moloko	2943	molo1266	mlw
Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	NA	NA	Rabha	2944	rabh1238	rah
Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	NA	Botlikh	2946	botl1242	bph
Nakh-Daghestanian	Daghestanian	Dargic	NA	NA	Dargi (Chirag)	2947	darg1241	dar
Nakh-Daghestanian	Daghestanian	Dargic	NA	NA	Dargi (Mehweb)	2948	darg1241	dar
Nakh-Daghestanian	Daghestanian	Dargic	NA	NA	Dargi (Icari)	2949	darg1241	dar
Nakh-Daghestanian	Daghestanian	Dargic	NA	NA	Dargi (Urakhi)	2950	darg1241	dar
Macro-Ge	Karajá	NA	NA	NA	Karajá	2951	kara1500	kpj
Benue-Congo	Bantoid	Bantu (narrow)	NA	NA	Eton	2954	eton1253	eto
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Torau	2955	tora1259	ttu
Sino-Tibetan	Kiranti	Western Kiranti	Northwestern Kiranti	NA	Kõic	2956	sunw1242	suz
Keresan	NA	NA	NA	NA	Keresan (Laguna)	2958	east1472	kee
Austronesian	Puyuma	NA	NA	NA	Puyuma	2959	puri1259	puy
Nakh-Daghestanian	Daghestanian	Avar-Andic	Avar	NA	Avar (Chadakolob)	2960	avar1256	ava
Nakh-Daghestanian	Daghestanian	Avar-Andic	Andic	NA	Akhvakh (Northern)	2962	akhv1239	akv
Nakh-Daghestanian	Daghestanian	Dargic	NA	NA	Dargi (Kaitag)	2967	darg1241	dar
Berber	NA	NA	NA	Berber	Shilha	2969	tach1250	shi
Austronesian	Tsouic	NA	NA	NA	Saaroa	2970	saar1237	sxr
Kartvelian	Georgian-Zan	Zan	NA	NA	Laz (Ardeşen)	2971	lazz1240	lzz
Cushitic	Eastern Cushitic	NA	NA	NA	Kambaata	2972	kamb1316	ktb
Kwa	Potou-Tano	NA	NA	NA	Logba	2973	logb1245	lgq
Chadic	Biu-Mandara (Central Chadic)	Daba (a.k.a. Family A7)	NA	NA	Mina	2974	mina1276	hna
Timor-Alor-Pantar	Alor-Pantar	Alor	NA	NA	Klon	2975	kelo1247	kyo
Tungusic	Southern Tungusic	NA	NA	NA	Sibe	2977	sibe1248	nco
Sino-Tibetan	Kiranti	Midwestern Kiranti	NA	NA	Thulung (Ribdung)	2979	thul1246	tdh
Sino-Tibetan	Kiranti	Midwestern Kiranti	NA	NA	Koyi	2980	koii1238	kkt
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	North New Guinea linkage	Bariai	2982	bari1286	bch
Mande	West Mande	NA	NA	NA	Jalonke	2983	yalu1240	yal
Macro-Ok	Mountain Ok	NA	NA	NA	Mian	2984	mian1256	mpt
Timor-Alor-Pantar	Alor-Pantar	Alor	NA	NA	Abui	2985	abui1241	abz
Dogon	NA	NA	NA	NA	Dogon (Tommo So)	2986	donn1238	dto
Dogon	NA	NA	NA	NA	Dogon (Jamsay)	2987	jams1239	djm
Austronesian	Malayo-Polynesian	NA	NA	NA	Mualang	2989	mual1241	mtd
Austronesian	Malayo-Polynesian	Oceanic	Admiralty	NA	Seimat	2990	seim1238	ssg
Timor-Alor-Pantar	Alor-Pantar	NA	NA	NA	Teiwa	2992	teiw1235	twe
Na-Dene	Athabaskan	NA	NA	NA	Witsuwit'en	2993	babi1235	bcr
Huave	NA	NA	NA	NA	Huave (San Francisco del Mar)	2994	sanf1258	hue
Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Bali-Sasak	NA	Sasak	2995	sasa1249	sas
Sino-Tibetan	Kiranti	Central-Eastern Kiranti	Eastern Kiranti	Greater Yakkha	Yakkha	2996	yakk1236	ybh
Pano-Tacanan	Tacanan	NA	NA	NA	Reyesano	2997	reye1240	rey
Sino-Tibetan	Kiranti	Western Kiranti	Chaurasiya	NA	Jero	2998	jeru1240	jee
Sino-Tibetan	Kiranti	Midwestern Kiranti	NA	NA	Old Thulung (Mukli)	2999	thul1246	tdh
Indo-European	Albanian	NA	NA	NA	Arvanitika	306	arva1236	aat
Indo-European	Germanic	North Germanic	NA	NA	Jutish	3001	juti1236	jut
Indo-European	Indo-Iranian	Indo-Aryan	NA	NA	Parya	3002	pary1242	paq
Indo-European	Italic-Celtic	Italic	NA	NA	Corsican	3003	cors1241	cos
Nilotic	Southern Nilotic	NA	NA	NA	Markweeta	3004	mark1255	enb
Uralic	Samoyedic	Northern Samoyedic	NA	NA	Enets (Tundra)	3005	tund1254	enh
Omotic	NA	NA	NA	NA	Sheko	3006	shek1245	she
Sino-Tibetan	Kiranti	Western Kiranti	Northwestern Kiranti	NA	Bahing	3007	bahi1252	bhj
Sino-Tibetan	Sinitic	Central Sinitic	NA	NA	Xiang	3008	xian1251	hsn
Cushitic	Eastern Cushitic	NA	NA	NA	Tsamai	3009	tsam1247	tsb
Sino-Tibetan	Kiranti	Central-Eastern Kiranti	Eastern Kiranti	Upper Arun	Lohorung	3010	nort2727	lbr
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Tamambo	3012	malo1243	mla
Plateau Penutian	Klamath-Sahaptian	NA	NA	NA	Yakima	3013	yaki1237	yak
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Zay	3014	zayy1238	zwa
Omotic	NA	NA	NA	NA	Kachama-Ganjule	3015	kach1284	kcx
Benue-Congo	Bantoid	Grassfields Bantu	NA	NA	Ngiemboon	3017	ngie1241	nnh
Cushitic	Eastern Cushitic	NA	NA	NA	Alaba-K’abeena	3018	alab1254	alw
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Silt’e	3019	silt1240	stv
Nubian	NA	NA	NA	NA	Gulfan	3020	ghul1238	ghl
Nubian	NA	NA	NA	NA	Kadaru	3021	kada1282	kdu
Otomanguean	Zapotecan	NA	NA	NA	Chatino (Zenzontepec)	3022	zenz1235	czn
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Papuan Tip	Wagawaga	3023	waga1262	wgw
Indo-European	Italic-Celtic	Italic	NA	NA	Catalan (Balearic)	3024	stan1289	cat
North Atlantic	NA	NA	NA	NA	Bandial	3026	band1340	bqj
Austronesian	Malayo-Polynesian	Oceanic	Western Oceanic linkage	Meso-Melanesian linkage	Blablanga	3027	blab1237	blp
Otomanguean	Otomian	NA	NA	NA	Otomi (Tilapa)	3028	tila1239	otl
Sepik	Sepik Hill	NA	NA	NA	Berinomo	3030	beri1253	bit
South Atlantic	NA	NA	NA	NA	Bullom So	3031	bull1247	buy
Sino-Tibetan	Brahmaputran (Sal)	Bodo-Koch (Barish, Bodo-Garo)	NA	NA	Atong	3032	aton1241	aot
Timor-Alor-Pantar	Timor-Kisar	NA	NA	NA	Makasae	3033	maka1316	mkz
Timor-Alor-Pantar	Timor-Kisar	NA	NA	NA	Makalero	3034	maka1316	mkz
Miao-Yao	NA	NA	NA	NA	Miao (Eastern Qiandong)	3037	east2370	hmq
Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	North Vanuatu Linkage	Efate (South)	3038	sout2856	erk
Berber	NA	NA	NA	Berber	Ghomara	3039	ghom1257	gho
Berber	NA	NA	NA	Berber	Tamashek (Mali)	3040	tama1365	taq
Adamawa-Ubangi	NA	NA	NA	NA	Waja	3041	waja1259	wja
Berber	NA	NA	NA	Berber	Tamashek (Burkin Faso)	3042	tama1365	taq
Semitic	West Semitic	Southern (West Semitic)	Ethiopean	NA	Gurage (Sebat Bet)	3044	seba1251	sgw
Kwa	Gbe	NA	NA	NA	Aja (Benin)	3045	ajab1235	ajg
Kwa	NA	NA	NA	NA	Dangme	3046	adan1247	ada
Tai-Kadai	NA	NA	NA	NA	Hlai	3047	hlai1239	lic
Otomanguean	Zapotecan	NA	NA	NA	Zapotec (San Baltazar Loxicha)	3049	sanb1241	zpx
Benue-Congo	Jukunoid	NA	NA	NA	Kutep	3050	kute1248	kub
Border	NA	NA	NA	NA	Kilmeri	3051	kilm1241	kih
Angan	NA	NA	NA	NA	Akoye	3052	akoy1238	miw
Angan	NA	NA	NA	NA	Tainae	3053	tain1253	ago
Greater Binanderean	Binanderean	North Binanderean	NA	NA	Zia	3054	ziaa1250	zia
Greater Binanderean	Binanderean	Nuclear Binanderean	NA	NA	Ewage-Notu	3055	ewag1241	nou
